Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Signal_Strength_dB,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Tag_Type,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Tagged_By,Tag_Weight_g,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Observation_Counts,Observation_Quality,Origin,Destination
B8882,Hawk,Australia,Mountain,Rainy,Breeding,2.320822499,-171.8455924,-58.98049683,-142.6723025,3151.56,43.2,53.7,9160,624,23.8,40.7,30,954.6,5,No,66,-69.2,Feb,Apr,8,5,GPS,Yes,39,Low,Fair,No,Storm,Researcher_A,11,Failed,Yes,5,35,Low,"2.3208224987121326, -171.84559239850745","-58.98049682738304, -142.67230250500808"
B8883,Hawk,Australia,Wetland,Foggy,Breeding,-64.01165339,11.81045416,41.10204569,-117.7658099,2736.57,41,56.92,6857,591,18,26.2,97,1042.7,18.2,No,75,-68.4,Jan,May,11,6,Radio,Yes,227,Low,Good,No,Storm,Researcher_B,27.8,Failed,No,17,24,Low,"-64.01165339416949, 11.810454159215936","41.10204568630613, -117.76580992768235"
B8884,Swallow,South America,Forest,Foggy,Feeding,7.046801411,122.1115783,16.3478076,-165.8582125,1665.8,40.8,52.78,1339,430,21.2,41.8,56,1036.1,19.3,No,14,-73.9,Jan,Mar,8,9,Radio,Yes,328,Medium,Fair,Yes,,Researcher_A,6.2,Successful,Yes,91,99,High,"7.046801410922882, 122.11157828040854","16.347807602303874, -165.85821254861082"
B8885,Warbler,South America,Wetland,Windy,Feeding,48.20809704,35.5945217,-27.65248037,69.23169118,2517.28,57.1,54.69,3783,839,14.3,47.7,62,1037.8,8.5,Yes,35,-69.2,Feb,Jun,12,8,Satellite,No,275,Low,Good,No,Storm,Researcher_A,15.9,Failed,Yes,32,25,Moderate,"48.20809703677864, 35.59452169535629","-27.652480371153537, 69.23169117539123"
B8886,Stork,Australia,Mountain,Stormy,Breeding,-47.34946601,-23.16583383,37.0175781,6.085504828,2666.98,63.9,49.18,8941,466,30.6,25.2,36,1010.7,16.8,No,53,-66.9,Feb,Oct,13,5,GPS,Yes,53,High,Poor,No,Predator,Researcher_A,30,Failed,No,37,55,Moderate,"-47.34946601191084, -23.16583382937327","37.01757809901744, 6.085504827836672"
B8887,Hawk,Australia,Coastal,Rainy,Climate Change,62.90612019,137.5627801,-47.06496445,85.65260132,2944.93,43.6,44.05,5629,352,-7.1,57.1,13,972.2,5.9,No,50,-58.4,Oct,Mar,14,4,Radio,No,220,High,Excellent,Yes,Storm,Researcher_B,15.8,Successful,Yes,58,54,Moderate,"62.90612018724687, 137.56278005369728","-47.06496444837741, 85.65260132019228"
B8888,Eagle,Africa,Coastal,Foggy,Climate Change,-29.73526019,-109.0816384,75.06658115,101.6143638,2473.61,39.9,53.94,2931,285,23.7,54.9,53,1033.8,3.5,No,25,-62.6,May,May,2,7,GPS,Yes,323,Medium,Poor,No,Storm,Researcher_B,5.6,Failed,Yes,61,37,Moderate,"-29.735260185284996, -109.08163835035992","75.06658115235092, 101.61436380326904"
B8889,Hawk,South America,Urban,Stormy,Climate Change,-55.65872456,-50.60720545,-27.5601541,155.2907357,2499.48,46.4,47.97,8830,114,0.8,5.8,27,1024.9,7.7,No,39,-79.5,Feb,Apr,5,3,GPS,Yes,42,Low,Excellent,No,Injury,Researcher_A,16,Successful,Yes,64,69,High,"-55.658724559601374, -50.60720544613068","-27.560154103437704, 155.29073569886856"
B8890,Stork,Australia,Coastal,Rainy,Avoid Predators,-6.241788887,23.51140267,47.33426069,-137.880602,2438.02,46.3,49.82,7285,698,18,8.1,70,999,9.9,Yes,97,-61.3,Sep,Apr,4,7,Satellite,Yes,468,High,Good,No,Lost Signal,Researcher_B,29.6,Failed,No,54,49,Moderate,"-6.241788887246628, 23.511402673420804","47.3342606928081, -137.88060203202107"
B8891,Swallow,North America,Wetland,Stormy,Feeding,67.69351478,-74.99899111,-43.46651813,-113.0028321,3067.9,48,41.1,1271,817,31.7,7.9,36,999.4,17.7,Yes,72,-56.3,Feb,Mar,10,3,Radio,No,484,Medium,Poor,Yes,Lost Signal,Researcher_C,10.7,Successful,No,36,85,Moderate,"67.69351477893693, -74.998991106581","-43.46651812595085, -113.00283211721644"
B8892,Stork,Australia,Coastal,Clear,Climate Change,-77.59204899,179.1764935,38.66856222,17.37875576,3443.52,46.9,60.7,8789,193,4,31.7,80,1026.8,6.3,No,89,-71,Nov,Nov,2,0,GPS,Yes,45,Medium,Excellent,No,Storm,Researcher_C,8,Failed,No,60,78,High,"-77.59204898866147, 179.17649346959325","38.66856222424997, 17.37875575559309"
B8893,Swallow,Europe,Grassland,Rainy,Climate Change,-31.03713608,-17.1644699,-84.32470517,-133.3712474,2649.47,51.2,54.13,2129,353,33.4,28.2,97,1037.5,17.1,No,32,-47.2,May,Nov,10,6,Radio,Yes,148,Medium,Good,Yes,Predator,Researcher_B,23.3,Successful,No,68,53,High,"-31.03713608100384, -17.164469903311783","-84.32470516502386, -133.37124736133478"
B8894,Goose,Europe,Forest,Stormy,Feeding,27.56937041,-161.3799996,-36.80678375,-146.6201785,2205.56,56,57.04,2478,342,-2.1,53,67,956.7,4.7,No,93,-74.7,Nov,May,10,0,Radio,Yes,496,Medium,Excellent,No,Predator,Researcher_A,7.7,Successful,No,57,35,High,"27.56937041444037, -161.37999959718525","-36.80678374801701, -146.62017845812164"
B8895,Swallow,North America,Mountain,Rainy,Avoid Predators,-25.63544363,-116.6099692,-73.27975223,59.88153559,2691.19,51,56.54,8935,347,33,22.1,23,997.6,6.2,Yes,19,-70.4,Sep,Apr,11,1,Radio,No,186,Low,Poor,Yes,Lost Signal,Researcher_C,12.5,Failed,No,103,79,Moderate,"-25.63544363479461, -116.60996924912824","-73.2797522325119, 59.88153558500344"
B8896,Goose,Africa,Urban,Rainy,Climate Change,-77.25168095,11.69311258,-8.780305964,80.89614568,3440.37,59.9,50.44,6013,325,-8.1,27.4,52,1002.4,18.1,Yes,35,-68.5,Oct,Dec,3,2,GPS,No,350,Medium,Poor,No,Injury,Researcher_A,7.3,Successful,Yes,110,44,High,"-77.25168094812919, 11.693112578886144","-8.780305963855582, 80.89614567667758"
B8897,Goose,South America,Wetland,Clear,Avoid Predators,-30.24018562,18.02023189,-11.68056114,123.6241774,2504.47,61.2,38.87,6310,700,4.8,52.8,50,961.9,15.2,Yes,56,-64.1,Oct,Oct,11,0,Satellite,No,260,Low,Excellent,Yes,Injury,Researcher_A,7.8,Failed,No,42,13,Low,"-30.24018561951473, 18.020231886819342","-11.6805611355354, 123.6241774421004"
B8898,Swallow,South America,Forest,Stormy,Avoid Predators,57.7726895,174.2919362,-25.37852901,149.6688042,2147.44,43.6,50.22,6883,146,21.4,33.1,97,1027.9,13.4,No,71,-60.7,Apr,Jun,3,5,GPS,No,266,Medium,Good,No,Injury,Researcher_C,20.7,Failed,No,115,73,High,"57.77268950457545, 174.29193619009004","-25.37852901325165, 149.66880421848026"
B8899,Eagle,Australia,Urban,Windy,Breeding,84.24675405,35.98791063,86.61019826,-20.70019992,3301,46.7,46.51,8002,657,28,36,54,1029.3,6.1,No,54,-50.6,Mar,Dec,1,2,GPS,Yes,219,Medium,Good,Yes,Lost Signal,Researcher_B,26.3,Successful,No,8,45,Low,"84.24675405090468, 35.98791063345672","86.61019826032276, -20.700199924344588"
B8900,Crane,Europe,Wetland,Foggy,Feeding,-82.83974447,59.98583533,-46.06370152,172.7547618,2616.98,51.8,56.96,6725,285,-2.5,7.1,80,996.8,18.7,Yes,54,-59.5,Jan,Mar,12,2,Radio,Yes,273,Low,Good,No,Injury,Researcher_A,26.3,Successful,Yes,10,26,Moderate,"-82.83974446841069, 59.98583532931832","-46.06370151738773, 172.75476175549778"
B8901,Swallow,Africa,Coastal,Rainy,Breeding,12.47108717,-103.0598028,52.38920267,-166.3606826,2551.63,61.4,53.47,4687,430,32,1.9,48,1042.5,2.2,No,33,-73.5,Apr,Apr,8,8,Radio,Yes,280,High,Fair,No,,Researcher_B,22,Failed,Yes,63,26,Moderate,"12.471087174312473, -103.05980282368736","52.389202674740034, -166.36068262706928"
B8902,Hawk,Africa,Mountain,Rainy,Climate Change,-71.04538206,-141.5286426,-9.459514581,133.2459439,1760.26,46,51.75,1020,151,-3,47.3,83,992.9,6.3,No,34,-67.3,Oct,Mar,4,7,GPS,No,344,High,Good,No,Lost Signal,Researcher_B,24.6,Failed,No,113,61,High,"-71.04538205516735, -141.5286426113838","-9.459514580578102, 133.2459439262173"
B8903,Eagle,Africa,Grassland,Rainy,Breeding,32.47137525,36.72360293,-29.73411381,-64.26869109,2558.21,68.6,44.86,7426,656,29.1,17.4,56,991,14.7,No,34,-66.4,Oct,Jun,7,1,Radio,No,278,Low,Good,Yes,,Researcher_B,9.6,Failed,No,65,59,Low,"32.47137524808106, 36.72360293331158","-29.73411380955067, -64.26869109467562"
B8904,Eagle,Australia,Grassland,Rainy,Feeding,-88.57939932,131.3567916,-53.37599334,151.8172208,2937.16,42.7,45.31,4248,226,29.8,30.1,64,956,4.4,Yes,29,-57,May,Dec,3,8,Satellite,No,117,High,Fair,No,Predator,Researcher_B,10.5,Successful,No,57,58,Low,"-88.57939931855083, 131.35679157711724","-53.37599334128366, 151.81722076610083"
B8905,Hawk,South America,Coastal,Foggy,Avoid Predators,-87.34650737,31.45426264,24.01270111,-99.86242067,2250.68,41.6,41.58,1825,343,23.2,50.8,86,1018.3,7.6,No,19,-55.6,May,Mar,4,9,GPS,Yes,463,Low,Excellent,No,Injury,Researcher_A,10.4,Failed,No,94,49,Moderate,"-87.34650737267282, 31.45426264447852","24.01270110508942, -99.86242067167083"
B8906,Crane,Africa,Mountain,Windy,Avoid Predators,49.83836876,-20.59804145,-29.9379368,86.7577156,2384.69,34.3,44.57,4555,223,30.1,24.3,95,1006,15.1,No,50,-74.2,Nov,Nov,7,1,GPS,No,201,High,Excellent,No,Lost Signal,Researcher_A,26.9,Failed,Yes,67,50,Low,"49.8383687575033, -20.598041453536663","-29.937936802963044, 86.75771560122831"
B8907,Eagle,Australia,Forest,Clear,Climate Change,-76.60164191,28.15439088,56.32537673,-26.83556063,2520.64,52.1,49.63,3200,323,-6.3,55.9,47,974.8,8.8,No,41,-70.7,Sep,Apr,7,1,Radio,Yes,499,High,Poor,No,Storm,Researcher_B,13.9,Successful,No,72,60,High,"-76.6016419144864, 28.15439087578648","56.32537673308892, -26.835560628730065"
B8908,Goose,Australia,Mountain,Windy,Feeding,-35.06729863,-11.24223175,84.32367276,-42.67265759,2536.5,42.9,45.72,6708,779,31.6,40.5,46,1041.1,17.3,No,89,-83.2,Sep,Nov,1,2,Satellite,No,228,Medium,Good,No,,Researcher_A,9.7,Failed,No,104,91,Moderate,"-35.06729862832844, -11.242231745140458","84.3236727638718, -42.67265759074124"
B8909,Crane,North America,Coastal,Foggy,Avoid Predators,82.44727634,-128.9226326,-49.11631833,-158.6089975,2602.22,48.3,51.49,4943,598,10.9,3.6,33,952.1,11.9,No,63,-63.6,Feb,Dec,5,2,Satellite,No,45,High,Excellent,Yes,Storm,Researcher_C,6.4,Failed,Yes,64,91,Moderate,"82.44727633868959, -128.92263263448584","-49.11631833251883, -158.60899753693568"
B8910,Warbler,Asia,Wetland,Stormy,Climate Change,87.34448114,86.82639309,-66.83933055,74.12822162,3374.86,45.5,53.61,1599,751,3.3,7.3,23,963,19.5,Yes,97,-76.7,Mar,May,6,7,GPS,No,251,High,Excellent,Yes,Lost Signal,Researcher_B,29.5,Successful,Yes,52,61,Low,"87.34448114054484, 86.82639309104457","-66.83933055029058, 74.12822161827248"
B8911,Hawk,Africa,Forest,Clear,Feeding,-60.94748486,11.89373885,-33.20679578,-116.8730063,2263.67,49.8,51.89,1881,692,-9.7,48.8,12,986.7,13.2,No,75,-79,Oct,Mar,6,1,GPS,Yes,113,Low,Poor,No,Lost Signal,Researcher_C,15.8,Failed,Yes,87,38,Moderate,"-60.94748486050798, 11.893738847282094","-33.20679578354889, -116.8730062932145"
B8912,Crane,Asia,Grassland,Clear,Feeding,10.96234586,-36.24376462,-5.91988193,-13.32245945,2170.6,56.1,59.8,5193,152,15.7,59.5,11,993.5,14.6,No,83,-80.7,Feb,Mar,2,0,Radio,No,144,High,Poor,No,Injury,Researcher_A,5.8,Successful,No,32,32,Low,"10.962345858453034, -36.24376461906394","-5.91988193001265, -13.32245945130731"
B8913,Swallow,South America,Coastal,Stormy,Breeding,10.64678913,21.46986074,-35.82597313,-129.1290789,2093.73,48.8,48.7,1633,854,-7.2,10.1,55,1004.5,17,Yes,46,-75.4,Sep,Dec,13,4,Radio,Yes,127,Low,Excellent,No,Predator,Researcher_C,9.9,Successful,Yes,110,9,Moderate,"10.646789128253983, 21.469860735122268","-35.825973129134915, -129.12907889900953"
B8914,Crane,Australia,Wetland,Rainy,Avoid Predators,-8.571475704,-93.1582964,84.68402509,37.61201453,2339.3,47.2,56.22,1203,766,-9.4,33.4,40,982.8,14.9,No,11,-69.8,May,Apr,10,0,GPS,Yes,394,High,Fair,No,Predator,Researcher_C,13.4,Successful,No,27,53,High,"-8.571475704129597, -93.15829639679944","84.68402508986372, 37.61201452752098"
B8915,Goose,Africa,Coastal,Foggy,Feeding,76.44602849,-25.93522243,50.25629514,-96.8179555,1956.87,41.5,56.5,7933,785,8.8,25.7,55,1043.1,15.9,No,71,-69.3,Oct,Apr,6,2,Radio,Yes,321,Low,Fair,Yes,Lost Signal,Researcher_A,9.9,Successful,No,51,73,High,"76.44602848751921, -25.935222430644387","50.256295142520855, -96.81795550099076"
B8916,Swallow,Europe,Urban,Stormy,Avoid Predators,45.72610364,44.08027236,83.90533195,33.9827511,2388.99,67.2,42.88,5817,611,-7.3,21.5,82,996.8,12.3,No,22,-75.4,Sep,May,5,5,GPS,No,366,High,Good,Yes,Storm,Researcher_B,19.9,Successful,No,49,97,Low,"45.72610364234888, 44.08027236134214","83.90533194760962, 33.98275109925686"
B8917,Stork,South America,Urban,Windy,Avoid Predators,47.61484842,-98.57031348,-22.81680768,160.7816809,2903.25,54.3,52.24,7263,129,28.1,44.1,81,1020.2,5.4,Yes,71,-71.2,Sep,Apr,9,5,Radio,Yes,392,High,Fair,No,,Researcher_C,10.2,Failed,Yes,106,30,Moderate,"47.6148484227499, -98.57031347979648","-22.81680768327796, 160.7816809377564"
B8918,Hawk,North America,Urban,Windy,Feeding,-41.47750228,89.63823048,-35.15852502,151.5306601,3005.07,34,58.44,8518,300,-7.9,1.1,45,983.5,9.9,Yes,34,-74.1,Feb,Mar,10,4,Satellite,Yes,374,Medium,Excellent,Yes,Storm,Researcher_B,11.8,Successful,No,84,1,Moderate,"-41.47750228151824, 89.63823047924342","-35.15852502030794, 151.53066013807933"
B8919,Hawk,North America,Grassland,Stormy,Avoid Predators,-11.822441,7.563928268,-16.67474502,-107.8328307,1974.21,40.5,47.74,4787,293,15.3,40.9,87,1030.3,19.3,Yes,89,-59.8,Apr,Jun,12,0,Satellite,No,327,High,Excellent,Yes,Injury,Researcher_A,18.9,Failed,No,24,13,Moderate,"-11.822441003705023, 7.563928268371143","-16.674745016122742, -107.8328307207607"
B8920,Crane,Asia,Mountain,Foggy,Breeding,-2.263734274,130.2144158,4.110010799,-144.2931806,2314.27,59.9,45.05,7117,380,13.8,7.4,60,1019,9.8,No,18,-57,Sep,Oct,14,0,GPS,Yes,111,Medium,Excellent,No,Lost Signal,Researcher_C,29.4,Failed,Yes,33,61,Moderate,"-2.2637342744184394, 130.2144157506657","4.110010798914146, -144.2931805942876"
B8921,Eagle,Australia,Forest,Clear,Climate Change,-36.19583258,125.005168,43.47993656,-164.6420032,2768.4,43.3,52.03,3145,221,15.3,23.7,49,1033.9,17.8,Yes,62,-63.7,Mar,Oct,6,2,GPS,No,204,High,Fair,No,Predator,Researcher_B,23.9,Successful,Yes,103,45,High,"-36.19583258320503, 125.00516797071111","43.479936561167136, -164.64200315919592"
B8922,Swallow,Asia,Grassland,Clear,Climate Change,-72.93280047,-1.973864261,68.59833752,118.2616631,2199.09,48.7,51.07,6390,802,-4.1,23,51,970,13.9,No,59,-55.8,Sep,Dec,11,9,GPS,No,453,Medium,Fair,Yes,Storm,Researcher_B,14.5,Failed,Yes,82,40,Low,"-72.93280047082956, -1.973864261026648","68.59833751733703, 118.26166308357136"
B8923,Stork,Europe,Wetland,Rainy,Feeding,-67.25533951,-109.6323802,-6.627622432,-90.24927039,2974.68,49.7,62.59,3599,831,29.7,19.2,88,1044.3,2.7,Yes,17,-61,Oct,Apr,2,7,Radio,Yes,479,Low,Poor,Yes,Lost Signal,Researcher_C,10.2,Successful,Yes,111,19,High,"-67.25533950500113, -109.63238017241312","-6.627622431779827, -90.24927038661323"
B8924,Swallow,Europe,Wetland,Foggy,Breeding,-57.47919693,85.19104318,-37.9478283,-77.78254883,2412.46,44.1,55.8,9384,327,19.4,57.1,80,1041.7,10.7,No,48,-76.4,Apr,Nov,14,8,Radio,No,221,High,Poor,Yes,,Researcher_C,15.9,Failed,Yes,48,74,Low,"-57.47919692743408, 85.19104317963331","-37.94782829878664, -77.7825488318872"
B8925,Hawk,North America,Urban,Windy,Climate Change,-53.34239981,-29.27587115,-32.60761662,-98.55169979,1682.01,54.7,53.14,9884,662,25.2,39.1,74,994,1.9,No,54,-70.6,Apr,Mar,13,6,Satellite,Yes,483,High,Poor,No,Lost Signal,Researcher_B,13,Successful,No,37,31,Low,"-53.342399814309296, -29.275871154013544","-32.607616616016934, -98.5516997944084"
B8926,Swallow,Africa,Forest,Windy,Breeding,-46.39287434,34.06589404,35.45068651,122.4302239,2685.75,47,45.42,3462,386,28.1,23.7,13,961.6,8.7,No,53,-65.4,Feb,Oct,6,2,GPS,No,27,Low,Poor,No,Lost Signal,Researcher_B,28.2,Failed,No,92,78,Low,"-46.39287434210207, 34.065894042898975","35.450686505590895, 122.4302238799063"
B8927,Stork,North America,Urban,Rainy,Feeding,-44.01719479,-141.3844955,12.16044612,172.4047183,2892,50.8,41.41,9457,239,30.3,7,72,994.7,19.2,Yes,30,-49.7,May,Oct,5,2,Satellite,No,125,High,Good,Yes,,Researcher_C,11.4,Successful,Yes,21,1,Low,"-44.01719478657101, -141.384495537382","12.16044611846931, 172.40471834626885"
B8928,Eagle,North America,Wetland,Windy,Breeding,-7.971057812,47.37023623,-2.431056424,91.86719433,2064.82,41.4,56.83,7049,879,22.5,6.1,17,991.5,18.3,Yes,53,-67.6,Feb,Dec,4,4,Radio,Yes,359,Medium,Poor,No,Injury,Researcher_A,20.6,Successful,Yes,51,43,High,"-7.971057812243529, 47.370236225757225","-2.431056424093711, 91.86719433481272"
B8929,Crane,Europe,Wetland,Rainy,Feeding,1.723174349,-45.52182398,-53.50066582,116.4880298,2242.63,27.8,52.29,9484,887,22.7,41.9,28,1033.5,11.2,No,46,-67.2,Mar,Oct,6,3,Satellite,No,173,Medium,Excellent,Yes,Injury,Researcher_B,16.1,Failed,No,22,13,Moderate,"1.7231743486874225, -45.52182397975525","-53.500665820288674, 116.48802976890846"
B8930,Goose,Asia,Mountain,Rainy,Climate Change,-34.40174254,-59.6916901,67.58202375,43.38016579,2191.6,40.9,49.59,7281,404,-3.3,10.3,93,950.5,15.2,Yes,81,-78,Feb,Jun,11,3,GPS,Yes,425,High,Excellent,No,Injury,Researcher_C,6.6,Failed,No,20,44,Low,"-34.40174253725593, -59.69169010134199","67.5820237498026, 43.380165786961584"
B8931,Swallow,Europe,Mountain,Stormy,Climate Change,73.31335559,172.7696084,50.58368055,10.35896702,2654.47,42.6,50.1,8662,176,-2.4,41.1,66,956.7,11.4,Yes,15,-87,Sep,Jun,9,4,GPS,No,474,High,Good,No,Predator,Researcher_C,25.2,Successful,Yes,117,73,High,"73.31335558573107, 172.76960836000842","50.58368055133309, 10.358967022732315"
B8932,Goose,Australia,Mountain,Clear,Climate Change,9.565150201,-24.32496861,-64.68505169,79.76808172,2093.8,49.9,53.35,9469,209,23.9,57.4,22,1013.8,11.6,Yes,31,-78.9,Nov,Mar,4,5,GPS,Yes,272,Medium,Good,No,Storm,Researcher_B,10.6,Failed,No,18,68,High,"9.565150201011818, -24.32496860631099","-64.68505168693866, 79.76808172458539"
B8933,Hawk,Europe,Urban,Foggy,Climate Change,51.74584705,64.09381612,-23.87007817,-167.1253636,2412.19,56.3,46.53,8993,583,-0.1,44.5,48,952.2,14.8,Yes,79,-78.2,Jan,May,12,1,Radio,No,495,Low,Poor,No,Storm,Researcher_B,8.6,Successful,Yes,8,51,High,"51.74584704601321, 64.0938161216643","-23.870078171615404, -167.1253636297607"
B8934,Crane,Europe,Coastal,Foggy,Avoid Predators,76.36280984,45.98191281,7.583776855,-157.8958108,1968.9,55,37.22,4481,708,14.9,27.4,23,1018.9,13.6,Yes,22,-64.3,May,Mar,1,6,GPS,Yes,492,High,Excellent,Yes,Injury,Researcher_C,5.9,Successful,No,67,26,High,"76.36280983575179, 45.981912806582784","7.583776855000451, -157.89581078277718"
B8935,Warbler,North America,Forest,Clear,Breeding,-60.63567938,-142.4507217,-8.219047901,67.41845589,2393.14,55.4,46.4,4146,446,2.2,39.2,60,986.6,2.6,No,11,-67.7,May,May,8,0,Satellite,Yes,408,High,Poor,No,,Researcher_C,15.6,Failed,No,66,78,High,"-60.63567937635506, -142.45072168134325","-8.219047901124242, 67.41845588742612"
B8936,Crane,Africa,Mountain,Foggy,Breeding,-12.98259293,89.25391334,-18.39674903,-59.37481275,2473.66,39.9,49.35,2632,173,1.5,8.5,77,1048.2,8.2,Yes,17,-74,Mar,Oct,1,3,Radio,Yes,223,Low,Poor,Yes,Storm,Researcher_B,27.4,Successful,No,12,16,Low,"-12.982592931185792, 89.25391334315378","-18.396749027207093, -59.374812748659096"
B8937,Swallow,North America,Grassland,Windy,Breeding,-12.02212769,-63.66268676,39.38974156,-4.019631679,2254.85,44.4,44.19,5717,560,10.3,23.8,67,994.3,6.9,No,34,-64.8,Jan,Oct,11,0,GPS,Yes,44,High,Poor,Yes,Injury,Researcher_C,26.3,Failed,Yes,76,36,High,"-12.022127691370414, -63.66268676391246","39.38974156089529, -4.019631678621124"
B8938,Eagle,South America,Mountain,Windy,Feeding,-26.19499492,107.6182377,-80.18936924,101.5173229,1628.63,50.1,49.84,5952,224,-2.6,32,57,1026.1,19.6,No,81,-70.9,Oct,Oct,3,4,GPS,No,403,Medium,Fair,No,Storm,Researcher_A,15.4,Failed,No,53,54,Low,"-26.19499492109625, 107.6182377108246","-80.18936923718925, 101.51732291756764"
B8939,Crane,Europe,Urban,Foggy,Climate Change,-88.39694402,38.75068174,-5.146138957,27.77684703,3472.43,69,61.36,7717,203,28.1,19.9,13,1011.9,14.8,No,61,-62.8,Feb,Jun,3,8,GPS,No,261,Medium,Poor,No,Injury,Researcher_B,15.1,Successful,No,23,24,High,"-88.39694402070481, 38.75068174153768","-5.146138957330464, 27.776847026496227"
B8940,Swallow,Europe,Forest,Stormy,Climate Change,56.8749794,-65.84706362,-42.80729573,109.8942749,2690.22,80.1,49.64,3184,469,-3.3,33.9,99,998.5,17.6,Yes,58,-80.7,Feb,Dec,7,0,Satellite,No,329,Low,Excellent,No,Storm,Researcher_A,26.3,Successful,No,53,58,Moderate,"56.8749794000571, -65.84706361674375","-42.80729572987176, 109.8942748787008"
B8941,Swallow,South America,Mountain,Foggy,Avoid Predators,-69.91932212,-51.73453428,-74.76869066,-29.10411282,2187.06,43.8,42.31,5817,137,25,9.9,37,998,3,No,66,-76.2,Jan,May,7,4,Satellite,Yes,155,High,Good,No,Storm,Researcher_A,21.5,Successful,No,46,27,Moderate,"-69.9193221202975, -51.73453428081447","-74.76869065774339, -29.104112818568357"
B8942,Goose,Europe,Forest,Rainy,Avoid Predators,89.18650763,83.34265308,-6.320311559,-76.52759293,2675.58,38.7,50.91,5381,600,11.1,47.3,54,1045,2,No,52,-76.4,Apr,May,7,8,Radio,Yes,165,High,Poor,Yes,Storm,Researcher_A,26.7,Successful,Yes,77,14,Low,"89.18650762591659, 83.34265307988983","-6.320311559466205, -76.52759293024388"
B8943,Crane,Europe,Grassland,Rainy,Climate Change,49.13252854,18.02135344,-59.15363561,-95.4587128,2896.97,38.1,51.07,9980,231,-0.7,22.1,90,1048.3,12.8,No,66,-50.4,Jan,Dec,7,0,Satellite,Yes,114,High,Good,Yes,Lost Signal,Researcher_C,20.9,Successful,Yes,72,52,Moderate,"49.1325285440127, 18.021353444237462","-59.15363560729763, -95.45871280180724"
B8944,Swallow,Australia,Wetland,Clear,Breeding,14.40180317,60.60637464,-43.51962926,-132.5948576,2735.66,40.5,49.76,5636,878,5.4,13.3,82,1040.3,11.4,No,51,-86.8,Sep,Jun,11,9,Radio,No,489,Low,Good,Yes,Predator,Researcher_B,22.9,Failed,No,114,28,Low,"14.40180316917261, 60.60637464167348","-43.519629259762446, -132.59485761364903"
B8945,Goose,Europe,Forest,Windy,Breeding,-62.17084481,-123.0054044,1.261571312,-166.753252,2855.47,61.9,43.05,3556,159,9.2,29.7,28,987.8,2.7,Yes,21,-69.4,Oct,Dec,4,8,Satellite,Yes,369,High,Poor,No,Injury,Researcher_B,13.4,Failed,Yes,37,21,High,"-62.17084480651246, -123.00540441293222","1.2615713118136682, -166.753251981375"
B8946,Stork,South America,Coastal,Stormy,Climate Change,2.770734851,103.311602,85.26761639,-160.8663544,3018.32,57.3,53.64,9800,423,2.5,36.2,90,961.2,12.3,No,65,-77.7,Oct,Apr,4,9,Radio,No,294,High,Fair,Yes,Predator,Researcher_C,20.6,Failed,No,22,29,Moderate,"2.770734850784464, 103.3116020022307","85.26761638790785, -160.86635435397434"
B8947,Warbler,North America,Mountain,Foggy,Feeding,-43.00042665,-64.65912519,33.16590122,-82.44042223,2093.92,29.2,61.81,1063,322,26.4,30.3,17,978.2,17.1,Yes,42,-66.6,Mar,Jun,8,7,GPS,No,262,High,Fair,Yes,Storm,Researcher_B,20.1,Failed,Yes,84,80,Moderate,"-43.0004266455944, -64.6591251905875","33.165901224640066, -82.44042223218689"
B8948,Goose,Europe,Urban,Rainy,Breeding,-44.58194558,43.15005618,-39.66807633,-79.77146604,2338.93,32.8,56.38,4350,706,5.9,3.9,63,994.4,4.2,Yes,94,-67.7,Oct,Nov,11,3,GPS,No,416,Low,Excellent,No,Storm,Researcher_A,20.6,Successful,No,97,70,High,"-44.58194558224749, 43.150056176762405","-39.668076331771545, -79.7714660359548"
B8949,Goose,Africa,Coastal,Windy,Climate Change,59.31526489,-138.7152629,-21.16691054,-42.55756955,2539.4,59.5,55.56,1902,671,12.1,20,73,1004.9,11.6,Yes,84,-61.2,Mar,Jun,3,6,GPS,Yes,177,Low,Excellent,No,Injury,Researcher_A,7.5,Successful,No,1,35,High,"59.315264888847366, -138.71526291287688","-21.166910536432223, -42.55756954804414"
B8950,Swallow,South America,Coastal,Windy,Climate Change,-21.48400369,-64.28871318,-16.89603258,32.98225365,2701.8,70.7,42.76,5967,300,-8.7,12.8,19,985.8,17.2,Yes,73,-82.6,Sep,Dec,6,0,GPS,Yes,317,Low,Fair,Yes,,Researcher_C,28.6,Successful,No,113,97,High,"-21.484003687301765, -64.28871318349188","-16.896032582224095, 32.98225364622198"
