Latitude,Longitude,Species,Observation_Counts,Sightings
49.48,-12.96,Hawk,80,1
49.5,-151.35,Hawk,16,1
49.5,-13.24,Crane,86,1
49.5,4.17,Goose,57,1
49.5,108.28,Swallow,90,1
49.57,97.12,Eagle,9,1
49.58,-143.33,Swallow,90,1
49.58,79.1,Crane,83,1
49.62,-140.78,Goose,87,1
49.65,-1.49,Stork,84,1
49.65,55.46,Eagle,70,1
49.67,-174.22,Swallow,9,1
49.69,81.36,Warbler,26,1
49.7,-88.87,Warbler,91,1
49.71,-137.34,Crane,53,1
49.72,-6.44,Stork,90,1
49.76,0.82,Warbler,42,1
49.78,173.65,Crane,45,1
49.79,6.09,Hawk,27,1
49.8,-163.02,Eagle,11,1
49.84,-20.6,Crane,50,1
49.84,6.05,Eagle,59,1
49.86,-11.2,Hawk,25,1
49.87,-74.86,Warbler,39,1
49.89,61.45,Warbler,85,1
49.93,-61.53,Hawk,73,1
49.93,123.11,Warbler,41,1
49.94,-30.21,Swallow,7,1
49.96,-150.76,Eagle,63,1
49.96,-36.98,Hawk,39,1
49.97,-59.64,Stork,35,1
49.98,-121.01,Goose,50,1
50.0,-50.82,Swallow,42,1
50.03,-90.49,Crane,28,1
50.09,111.33,Hawk,9,1
50.1,-87.77,Eagle,47,1
50.1,-57.01,Swallow,88,1
50.11,-137.48,Goose,73,1
50.11,155.44,Swallow,17,1
50.12,128.65,Swallow,11,1
50.14,99.05,Eagle,1,1
50.18,-134.1,Goose,90,1
50.18,-103.62,Crane,32,1
50.18,-9.51,Swallow,37,1
50.18,-7.35,Swallow,8,1
50.2,44.87,Swallow,94,1
50.21,-120.75,Goose,27,1
50.21,-30.04,Crane,91,1
50.22,165.69,Warbler,33,1
50.29,21.39,Swallow,14,1
50.3,-27.48,Warbler,84,1
50.3,176.87,Stork,54,1
50.32,-145.5,Warbler,84,1
50.34,-4.13,Crane,2,1
50.36,4.46,Eagle,21,1
50.38,-91.75,Hawk,33,1
50.39,110.25,Warbler,1,1
50.4,-79.93,Stork,7,1
50.4,97.63,Stork,70,1
50.42,-73.09,Warbler,87,1
50.46,153.5,Stork,94,1
50.5,99.79,Eagle,24,1
50.53,-71.76,Goose,29,1
50.54,130.14,Warbler,86,1
50.56,141.54,Eagle,91,1
50.57,-172.09,Eagle,29,1
50.57,-11.38,Goose,79,1
50.58,131.85,Warbler,10,1
50.58,162.4,Swallow,65,1
50.59,-11.55,Warbler,14,1
50.6,36.03,Hawk,87,1
50.61,64.64,Crane,56,1
50.63,-35.67,Crane,65,1
50.63,-14.79,Crane,19,1
50.64,-84.58,Eagle,1,1
50.65,-14.21,Swallow,34,1
50.66,167.15,Warbler,12,1
50.66,172.53,Swallow,81,1
50.73,93.52,Eagle,58,1
50.74,23.76,Eagle,31,1
50.74,75.23,Warbler,17,1
50.77,-117.4,Warbler,19,1
50.79,-148.12,Hawk,8,1
50.8,-170.79,Crane,41,1
50.81,-168.68,Stork,36,1
50.82,-38.11,Goose,12,1
50.85,-54.4,Stork,82,1
50.91,128.42,Swallow,65,1
50.92,-112.19,Eagle,42,1
50.93,-172.32,Crane,94,1
50.93,-43.0,Goose,86,1
50.94,-72.12,Hawk,18,1
50.94,113.28,Eagle,14,1
50.95,147.88,Hawk,21,1
50.97,-133.89,Stork,51,1
50.98,-170.63,Stork,26,1
50.99,-17.63,Stork,25,1
50.99,97.62,Hawk,24,1
51.0,53.41,Swallow,65,1
51.03,46.52,Goose,5,1
51.05,71.88,Stork,63,1
51.06,162.88,Goose,99,1
51.08,128.38,Warbler,75,1
51.09,-106.28,Warbler,20,1
51.1,38.95,Hawk,53,1
51.16,-33.9,Eagle,30,1
51.16,83.1,Goose,72,1
51.17,-34.79,Stork,78,1
51.19,162.52,Goose,69,1
51.21,37.03,Hawk,32,1
51.23,-101.62,Crane,71,1
51.23,-75.23,Goose,73,1
51.26,-167.26,Stork,39,1
51.3,173.48,Crane,6,1
51.37,136.94,Eagle,32,1
51.38,-167.35,Hawk,78,1
51.39,-110.01,Stork,68,1
51.4,43.39,Crane,6,1
51.41,40.5,Stork,10,1
51.42,-156.32,Crane,39,1
51.45,72.2,Stork,40,1
51.45,158.16,Goose,91,1
51.47,119.14,Stork,92,1
51.47,119.37,Goose,9,1
51.47,162.9,Hawk,62,1
51.48,-67.26,Warbler,77,1
51.52,-37.02,Hawk,13,1
51.65,-6.87,Warbler,9,1
51.69,-60.24,Crane,25,1
51.75,64.09,Hawk,51,1
51.75,119.76,Crane,49,1
51.78,76.98,Swallow,94,1
51.79,65.68,Crane,39,1
51.79,168.35,Goose,53,1
51.8,91.49,Swallow,73,1
51.82,-174.28,Warbler,54,1
51.82,3.76,Eagle,23,1
51.82,69.53,Goose,2,1
51.83,-108.85,Goose,42,1
51.83,25.23,Warbler,3,1
51.85,-179.47,Eagle,49,1
51.85,164.63,Eagle,13,1
51.87,72.72,Swallow,86,1
51.9,-27.47,Goose,75,1
51.95,79.93,Swallow,32,1
51.97,-153.62,Hawk,22,1
51.97,176.23,Crane,11,1
51.98,164.24,Swallow,37,1
51.98,169.46,Hawk,15,1
51.99,119.79,Stork,10,1
52.02,46.56,Warbler,3,1
52.04,95.42,Goose,33,1
52.05,-113.32,Stork,66,1
52.05,-97.03,Goose,84,1
52.07,124.63,Stork,97,1
52.07,151.57,Hawk,46,1
52.08,51.3,Swallow,70,1
52.13,21.6,Stork,5,1
52.14,12.24,Crane,33,1
52.15,-157.71,Eagle,50,1
52.15,-88.81,Warbler,54,1
52.16,-72.69,Swallow,72,1
52.16,-56.34,Stork,25,1
52.16,-34.13,Stork,6,1
52.16,162.35,Goose,33,1
52.19,-0.52,Swallow,39,1
52.21,-37.85,Eagle,91,1
52.21,91.02,Swallow,93,1
52.24,-36.53,Hawk,95,1
52.24,155.3,Eagle,72,1
52.28,-86.9,Warbler,12,1
52.29,-8.22,Swallow,65,1
52.32,63.7,Swallow,39,1
52.34,22.73,Warbler,5,1
52.37,-71.65,Hawk,21,1
52.39,-96.84,Crane,91,1
52.4,-100.22,Stork,76,1
52.42,143.27,Swallow,2,1
52.45,42.87,Warbler,62,1
52.49,-42.05,Eagle,64,1
52.5,-148.93,Swallow,39,1
52.5,98.44,Goose,23,1
52.51,-65.95,Goose,64,1
52.53,39.8,Swallow,44,1
52.54,144.11,Warbler,68,1
52.55,-72.62,Crane,30,1
52.55,93.46,Goose,20,1
52.62,-5.69,Hawk,90,1
52.64,63.99,Swallow,99,1
52.65,-69.6,Warbler,6,1
52.67,-94.55,Crane,43,1
52.69,103.0,Hawk,81,1
52.69,138.42,Warbler,79,1
52.72,-174.51,Eagle,65,1
52.79,69.83,Hawk,61,1
52.83,-44.41,Hawk,50,1
52.84,100.25,Goose,26,1
52.85,55.9,Crane,5,1
52.85,171.0,Goose,92,1
52.87,1.75,Warbler,67,1
52.89,123.28,Stork,89,1
52.9,-126.42,Swallow,79,1
52.95,-121.09,Crane,8,1
52.97,-154.3,Crane,22,1
52.98,-9.82,Swallow,59,1
52.98,2.04,Swallow,17,1
52.98,174.68,Hawk,52,1
53.0,-37.06,Crane,24,1
53.0,89.7,Hawk,75,1
53.04,-58.57,Eagle,64,1
53.05,-91.07,Swallow,47,1
53.11,-71.73,Eagle,56,1
53.12,-172.89,Crane,47,1
53.16,53.77,Goose,47,1
53.17,-46.77,Stork,75,1
53.19,-117.53,Goose,84,1
53.2,-65.11,Stork,97,1
53.21,-117.54,Swallow,35,1
53.25,169.34,Crane,25,1
53.26,-10.58,Crane,99,1
53.26,5.92,Goose,99,1
53.3,-47.86,Eagle,10,1
53.33,-133.66,Crane,37,1
53.34,-12.21,Crane,28,1
53.4,-154.54,Swallow,73,1
53.41,103.76,Warbler,3,1
53.41,128.72,Crane,95,1
53.43,37.51,Stork,67,1
53.44,-167.83,Warbler,80,1
53.44,-166.43,Warbler,25,1
53.44,-120.93,Swallow,69,1
53.45,54.53,Swallow,90,1
53.46,-0.05,Stork,97,1
53.48,-63.24,Stork,92,1
53.54,-61.4,Crane,42,1
53.55,22.99,Crane,99,1
53.57,-165.62,Warbler,1,1
53.58,-56.23,Goose,51,1
53.6,159.54,Crane,25,1
53.62,-35.24,Goose,63,1
53.64,-165.39,Hawk,43,1
53.64,-48.89,Crane,99,1
53.65,-148.6,Crane,92,1
53.65,-52.6,Hawk,24,1
53.65,19.05,Crane,88,1
53.69,-141.19,Hawk,74,1
53.7,-106.89,Stork,84,1
53.72,15.41,Swallow,55,1
53.75,-73.75,Goose,56,1
53.76,26.04,Hawk,34,1
53.79,158.77,Hawk,25,1
53.82,-165.09,Swallow,38,1
53.83,-72.21,Warbler,66,1
53.84,-19.75,Swallow,21,1
53.85,40.89,Goose,57,1
53.9,89.79,Swallow,72,1
53.93,109.53,Stork,87,1
53.93,174.29,Eagle,76,1
53.99,120.96,Warbler,6,1
54.0,-87.33,Eagle,45,1
54.01,117.71,Hawk,11,1
54.02,12.69,Goose,9,1
54.04,113.04,Goose,31,1
54.04,139.96,Swallow,97,1
54.05,-169.08,Eagle,68,1
54.06,-34.08,Hawk,25,1
54.07,100.57,Goose,17,1
54.08,135.74,Goose,76,1
54.09,-85.44,Goose,23,1
54.12,-78.22,Crane,94,1
54.13,160.26,Warbler,68,1
54.16,99.36,Hawk,84,1
54.2,118.5,Hawk,9,1
54.23,25.16,Swallow,64,1
54.24,-15.91,Swallow,92,1
54.25,53.14,Stork,62,1
54.27,131.9,Crane,42,1
54.28,-115.19,Stork,98,1
54.28,-65.47,Goose,76,1
54.3,-26.96,Hawk,38,1
54.3,109.05,Goose,54,1
54.32,-126.8,Eagle,7,1
54.34,34.93,Crane,15,1
54.35,-134.38,Goose,59,1
54.38,52.73,Stork,23,1
54.39,57.46,Crane,51,1
54.41,84.69,Swallow,36,1
54.41,133.91,Eagle,27,1
54.43,135.75,Warbler,45,1
54.46,-76.48,Hawk,93,1
54.47,-44.47,Crane,69,1
54.47,-22.81,Stork,92,1
54.48,-47.81,Eagle,37,1
54.48,150.93,Hawk,36,1
54.49,32.84,Crane,33,1
54.51,-145.47,Swallow,91,1
54.57,-64.31,Swallow,36,1
54.59,-0.46,Hawk,17,1
54.59,99.11,Hawk,3,1
54.66,-157.82,Stork,39,1
54.66,-94.37,Warbler,20,1
54.67,-21.83,Eagle,64,1
54.67,50.43,Eagle,91,1
54.68,-179.69,Stork,23,1
54.68,11.76,Eagle,8,1
54.69,175.59,Swallow,72,1
54.72,49.09,Hawk,39,1
54.76,75.13,Hawk,76,1
54.77,-91.27,Swallow,41,1
54.77,-9.99,Crane,32,1
54.78,62.88,Hawk,4,1
54.8,30.0,Eagle,19,1
54.82,-96.68,Stork,46,1
54.83,89.02,Stork,7,1
54.85,81.01,Warbler,83,1
54.86,117.65,Swallow,24,1
54.87,-129.58,Stork,11,1
54.89,16.76,Eagle,68,1
54.99,81.58,Warbler,31,1
55.03,-83.26,Eagle,23,1
55.04,99.69,Hawk,78,1
55.07,162.7,Stork,36,1
55.1,176.46,Hawk,65,1
55.13,60.32,Swallow,57,1
55.14,-35.71,Hawk,26,1
55.16,-120.51,Hawk,42,1
55.18,97.88,Swallow,35,1
55.22,12.81,Eagle,82,1
55.24,50.32,Swallow,75,1
55.26,66.83,Stork,25,1
55.26,153.54,Warbler,60,1
55.27,-167.62,Swallow,20,1
55.28,-1.85,Crane,31,1
55.29,5.94,Hawk,91,1
55.3,20.51,Goose,4,1
55.3,38.37,Stork,38,1
55.35,-28.18,Hawk,59,1
55.36,54.68,Stork,22,1
55.37,-120.26,Hawk,20,1
55.38,-79.46,Goose,48,1
55.39,-79.69,Eagle,86,1
55.4,57.72,Crane,45,1
55.43,-146.92,Swallow,71,1
55.43,172.02,Goose,20,1
55.48,-42.84,Swallow,88,1
55.5,46.35,Stork,35,1
55.51,104.54,Stork,83,1
55.56,-106.61,Crane,36,1
55.65,-137.05,Crane,38,1
55.65,19.29,Swallow,30,1
55.73,83.62,Hawk,86,1
55.74,78.68,Crane,79,1
55.77,60.98,Goose,65,1
55.8,-80.18,Warbler,48,1
55.8,-79.94,Eagle,74,1
55.81,-92.32,Crane,87,1
55.82,143.3,Hawk,68,1
55.85,-161.49,Warbler,2,1
55.85,-123.42,Hawk,53,1
55.86,168.06,Goose,79,1
55.87,-41.16,Goose,92,1
55.87,139.52,Hawk,81,1
55.89,-63.36,Goose,72,1
55.9,-37.05,Hawk,6,1
55.91,21.15,Stork,86,1
55.93,6.5,Crane,79,1
56.0,58.35,Hawk,87,1
56.0,169.31,Goose,66,1
56.04,157.4,Stork,25,1
56.06,48.04,Eagle,88,1
56.08,-161.58,Stork,7,1
56.08,40.35,Swallow,64,1
56.09,-93.79,Crane,68,1
56.12,-2.48,Eagle,68,1
56.12,129.93,Swallow,81,1
56.14,156.44,Hawk,21,1
56.18,109.7,Warbler,99,1
56.2,93.51,Warbler,1,1
56.21,-179.26,Swallow,37,1
56.22,-152.15,Swallow,8,1
56.23,91.89,Stork,73,1
56.24,98.59,Swallow,60,1
56.25,-46.91,Stork,21,1
56.25,167.93,Hawk,46,1
56.32,165.01,Warbler,61,1
56.34,43.99,Eagle,93,1
56.37,-55.0,Eagle,47,1
56.38,-69.5,Warbler,57,1
56.39,-50.97,Crane,9,1
56.49,-35.09,Eagle,68,1
56.52,113.8,Hawk,50,1
56.52,141.93,Stork,11,1
56.55,-34.53,Swallow,6,1
56.56,-65.26,Swallow,21,1
56.58,-129.44,Eagle,22,1
56.59,67.36,Goose,59,1
56.6,37.02,Eagle,90,1
56.62,-176.76,Hawk,19,1
56.62,-84.74,Swallow,75,1
56.62,55.57,Crane,75,1
56.63,25.78,Goose,86,1
56.66,-105.61,Hawk,32,1
56.67,5.55,Goose,57,1
56.7,-22.83,Goose,49,1
56.74,5.53,Crane,15,1
56.76,-126.4,Stork,55,1
56.78,-42.07,Swallow,56,1
56.8,14.68,Eagle,30,1
56.85,-37.73,Eagle,93,1
56.87,-65.85,Swallow,58,1
56.88,45.71,Crane,45,1
56.9,-9.28,Eagle,3,1
56.92,-17.0,Goose,72,1
56.92,41.41,Crane,24,1
56.95,-176.73,Swallow,96,1
56.95,154.23,Crane,67,1
56.96,-83.26,Crane,94,1
56.99,156.95,Hawk,5,1
57.0,155.25,Crane,99,1
57.06,176.18,Stork,78,1
57.07,29.92,Stork,59,1
57.07,132.27,Goose,17,1
57.1,4.58,Hawk,2,1
57.11,-48.32,Stork,95,1
57.15,49.3,Stork,66,1
57.17,87.02,Eagle,58,1
57.2,-153.46,Crane,83,1
57.21,93.1,Warbler,23,1
57.21,154.24,Eagle,60,1
57.22,-106.57,Crane,68,1
57.23,-81.1,Warbler,36,1
57.27,-75.81,Stork,58,1
57.29,-26.39,Warbler,93,1
57.31,-100.45,Hawk,74,1
57.34,-82.72,Crane,51,1
57.36,28.78,Eagle,90,1
57.37,126.84,Goose,9,1
57.39,10.85,Hawk,34,1
57.39,121.72,Hawk,21,1
57.4,111.98,Crane,17,1
57.41,-79.7,Crane,88,1
57.44,-10.83,Hawk,10,1
57.44,67.02,Warbler,58,1
57.47,-167.42,Goose,66,1
57.5,-36.02,Crane,24,1
57.56,-126.67,Warbler,16,1
57.56,31.58,Swallow,45,1
57.57,23.7,Crane,42,1
57.58,54.69,Swallow,56,1
57.59,-66.09,Eagle,59,1
57.66,134.93,Crane,48,1
57.67,52.75,Hawk,67,1
57.68,-99.65,Swallow,88,1
57.73,153.3,Eagle,14,1
57.74,117.08,Goose,15,1
57.76,155.23,Eagle,18,1
57.77,138.44,Warbler,88,1
57.77,174.29,Swallow,73,1
57.81,-93.41,Swallow,41,1
57.82,-151.22,Swallow,72,1
57.83,-165.69,Eagle,27,1
57.85,-119.62,Hawk,16,1
57.86,-110.38,Swallow,74,1
57.88,133.7,Eagle,53,1
57.9,90.33,Warbler,16,1
57.92,60.39,Hawk,43,1
57.93,-128.19,Swallow,29,1
57.93,-59.79,Swallow,1,1
57.98,127.9,Crane,29,1
58.0,-23.62,Stork,19,1
58.02,-70.1,Hawk,12,1
58.03,-79.94,Goose,33,1
58.05,27.62,Warbler,53,1
58.07,-120.44,Hawk,55,1
58.07,-6.26,Hawk,48,1
58.07,153.68,Eagle,27,1
58.08,52.6,Swallow,3,1
58.11,85.55,Warbler,44,1
58.13,-164.69,Hawk,74,1
58.13,167.53,Stork,73,1
58.14,21.35,Eagle,36,1
58.15,15.68,Goose,65,1
58.16,122.48,Stork,14,1
58.17,114.26,Crane,47,1
58.23,-28.79,Warbler,45,1
58.24,-47.03,Hawk,69,1
58.3,-146.31,Crane,77,1
58.33,-110.77,Warbler,53,1
58.38,-139.89,Eagle,78,1
58.38,110.22,Stork,42,1
58.39,27.25,Eagle,25,1
58.42,-105.7,Stork,53,1
58.42,-10.67,Crane,23,1
58.42,94.38,Stork,21,1
58.48,143.56,Stork,95,1
58.48,147.36,Goose,18,1
58.48,156.25,Stork,30,1
58.49,155.92,Hawk,41,1
58.5,-163.9,Eagle,18,1
58.5,-55.13,Warbler,53,1
58.56,-128.56,Crane,91,1
58.57,108.72,Swallow,58,1
58.6,-85.92,Eagle,21,1
58.62,-137.45,Stork,28,1
58.64,-127.8,Goose,82,1
58.68,-160.85,Goose,54,1
58.69,-30.62,Crane,4,1
58.69,57.18,Eagle,35,1
58.76,-138.83,Stork,91,1
58.77,-108.76,Hawk,13,1
58.77,-95.32,Goose,78,1
58.79,-131.31,Swallow,49,1
58.79,113.09,Eagle,22,1
58.84,-13.84,Goose,84,1
58.85,-107.12,Hawk,18,1
58.85,19.11,Stork,4,1
58.85,155.28,Eagle,87,1
58.88,80.12,Hawk,27,1
58.89,37.49,Goose,40,1
58.93,30.83,Warbler,47,1
58.96,131.43,Eagle,38,1
58.98,-113.73,Crane,18,1
58.99,98.32,Eagle,41,1
59.0,105.59,Crane,63,1
59.06,66.48,Eagle,36,1
59.09,-154.22,Eagle,1,1
59.12,-172.73,Crane,86,1
59.12,75.74,Hawk,3,1
59.13,144.2,Swallow,3,1
59.14,94.03,Swallow,92,1
59.16,156.9,Stork,5,1
59.2,106.17,Warbler,58,1
59.21,-93.13,Crane,63,1
59.22,-176.13,Hawk,79,1
59.22,-139.79,Stork,63,1
59.22,-83.1,Goose,88,1
59.23,-89.75,Stork,8,1
59.26,-142.01,Goose,47,1
59.27,-24.04,Goose,71,1
59.32,-138.72,Goose,35,1
59.32,179.38,Stork,41,1
59.33,48.6,Stork,20,1
59.36,-167.77,Swallow,96,1
59.39,-91.7,Warbler,94,1
59.41,-77.9,Stork,43,1
59.43,-103.93,Swallow,58,1
59.44,-156.67,Swallow,16,1
59.47,-138.41,Goose,22,1
59.47,-29.4,Crane,88,1
59.47,63.54,Crane,56,1
59.49,-93.93,Swallow,63,1
59.49,171.32,Goose,81,1
59.5,-171.91,Eagle,40,1
59.5,-20.23,Stork,70,1
59.5,-1.29,Warbler,53,1
59.52,-165.87,Crane,18,1
59.57,-52.16,Stork,16,1
59.57,138.54,Warbler,7,1
59.58,-133.63,Goose,22,1
59.58,13.5,Goose,10,1
59.58,60.58,Stork,62,1
59.6,136.22,Crane,26,1
59.63,131.89,Crane,90,1
59.67,-129.13,Warbler,57,1
59.67,-54.39,Eagle,61,1
59.69,-147.4,Hawk,75,1
59.69,-110.04,Crane,56,1
59.7,156.84,Goose,23,1
59.72,126.81,Crane,47,1
59.73,-175.39,Stork,65,1
59.74,82.68,Eagle,72,1
59.74,167.48,Warbler,88,1
59.77,15.3,Swallow,5,1
59.81,-14.12,Hawk,98,1
59.82,126.09,Eagle,53,1
59.83,41.9,Eagle,67,1
59.84,-61.39,Hawk,99,1
59.84,-54.51,Warbler,3,1
59.85,-133.89,Stork,45,1
59.88,74.79,Eagle,42,1
59.89,-61.73,Stork,51,1
59.91,-84.16,Crane,31,1
59.92,10.71,Warbler,55,1
59.93,-117.02,Goose,81,1
59.96,-123.63,Swallow,41,1
60.0,-138.02,Warbler,23,1
60.04,158.96,Swallow,61,1
60.05,-146.2,Crane,88,1
60.1,28.13,Hawk,92,1
60.11,58.64,Crane,80,1
60.14,-172.91,Stork,75,1
60.2,-138.55,Hawk,92,1
60.2,-73.39,Hawk,11,1
60.23,-119.34,Crane,90,1
60.24,156.76,Crane,90,1
60.26,147.85,Stork,97,1
60.3,126.19,Warbler,77,1
60.35,-146.84,Crane,63,1
60.36,-47.85,Eagle,45,1
60.42,-61.58,Warbler,42,1
60.45,100.29,Crane,17,1
60.46,-79.87,Goose,79,1
60.47,-53.54,Warbler,22,1
60.49,178.68,Warbler,71,1
60.51,-15.36,Crane,77,1
60.51,47.92,Crane,59,1
60.52,-59.4,Warbler,2,1
60.58,-29.87,Hawk,68,1
60.61,-82.98,Crane,19,1
60.61,140.94,Stork,28,1
60.62,-179.89,Hawk,86,1
60.65,-123.26,Goose,1,1
60.73,-54.23,Goose,24,1
60.74,-137.73,Swallow,45,1
60.74,-15.98,Hawk,56,1
60.74,126.64,Goose,52,1
60.79,-109.45,Goose,66,1
60.79,12.21,Crane,24,1
60.79,101.79,Hawk,72,1
60.8,-160.28,Swallow,27,1
60.81,-123.48,Swallow,54,1
60.82,-106.2,Goose,24,1
60.82,118.49,Goose,34,1
60.83,145.13,Hawk,47,1
60.84,145.1,Eagle,68,1
60.84,175.0,Stork,74,1
60.86,-72.98,Warbler,84,1
60.89,13.84,Eagle,26,1
60.9,-169.15,Eagle,6,1
60.9,73.26,Stork,99,1
60.92,-100.41,Hawk,20,1
60.96,57.23,Swallow,35,1
61.06,-29.89,Crane,53,1
61.1,135.96,Swallow,21,1
61.11,-166.69,Swallow,86,1
61.14,-128.3,Goose,95,1
61.19,-10.93,Hawk,28,1
61.2,163.42,Goose,83,1
61.22,-171.0,Warbler,38,1
61.24,-98.04,Stork,95,1
61.25,104.63,Goose,51,1
61.26,50.15,Swallow,57,1
61.33,-6.98,Stork,52,1
61.35,-109.83,Stork,85,1
61.37,82.28,Warbler,10,1
61.39,63.6,Warbler,35,1
61.4,-115.3,Swallow,97,1
61.4,44.58,Warbler,11,1
61.41,-116.59,Hawk,28,1
61.42,75.86,Eagle,78,1
61.42,110.15,Warbler,99,1
61.46,-112.01,Goose,29,1
61.48,96.48,Swallow,25,1
61.51,164.57,Goose,72,1
61.53,33.16,Crane,29,1
61.56,-154.65,Warbler,75,1
61.57,-167.42,Goose,96,1
61.58,96.72,Stork,50,1
61.6,-105.19,Hawk,12,1
61.61,34.28,Stork,96,1
61.62,-165.92,Swallow,28,1
61.66,174.24,Eagle,76,1
61.69,125.98,Eagle,24,1
61.7,115.05,Stork,95,1
61.71,-4.35,Swallow,96,1
61.72,61.81,Hawk,91,1
61.73,-81.29,Hawk,13,1
61.74,-46.8,Crane,66,1
61.77,-159.07,Warbler,78,1
61.79,124.68,Warbler,7,1
61.81,74.2,Eagle,66,1
61.83,10.86,Crane,36,1
61.83,77.79,Warbler,19,1
61.87,146.8,Eagle,16,1
61.88,-179.81,Warbler,43,1
61.92,13.57,Warbler,44,1
61.93,-92.37,Goose,11,1
61.94,32.47,Hawk,18,1
61.95,-34.19,Warbler,93,1
62.01,142.44,Hawk,93,1
62.02,78.21,Hawk,83,1
62.03,-149.26,Eagle,67,1
62.06,-46.73,Hawk,5,1
62.06,167.88,Crane,21,1
62.1,43.91,Hawk,20,1
62.12,-19.42,Stork,78,1
62.14,-171.71,Hawk,95,1
62.14,-101.06,Stork,42,1
62.17,42.56,Warbler,38,1
62.18,47.62,Warbler,44,1
62.21,-150.55,Warbler,3,1
62.22,38.51,Warbler,84,1
62.23,95.67,Swallow,63,1
62.25,-122.91,Hawk,18,1
62.28,-71.24,Warbler,16,1
62.28,165.98,Stork,30,1
62.29,-88.83,Goose,73,1
62.3,-142.51,Crane,12,1
62.3,-111.48,Stork,61,1
62.3,-20.52,Crane,42,1
62.31,-127.83,Warbler,51,1
62.31,168.3,Eagle,21,1
62.32,-129.42,Warbler,92,1
62.33,74.67,Eagle,95,1
62.34,26.49,Stork,3,1
62.35,161.72,Crane,53,1
62.41,67.56,Stork,66,1
62.44,-143.83,Hawk,90,1
62.48,-25.9,Stork,12,1
62.48,82.74,Goose,19,1
62.48,155.46,Warbler,46,1
62.5,154.01,Stork,33,1
62.51,72.5,Stork,23,1
62.53,-175.53,Swallow,16,1
62.54,-169.76,Goose,46,1
62.54,-58.66,Eagle,23,1
62.54,10.73,Goose,64,1
62.55,-97.23,Swallow,41,1
62.59,-126.58,Eagle,27,1
62.6,58.34,Hawk,69,1
62.63,-130.82,Swallow,85,1
62.64,-114.91,Crane,81,1
62.64,-65.22,Eagle,44,1
62.65,-12.88,Goose,54,1
62.67,-77.53,Crane,70,1
62.7,-103.3,Eagle,7,1
62.7,-94.57,Warbler,97,1
62.7,7.43,Crane,1,1
62.71,37.83,Swallow,41,1
62.73,-111.63,Warbler,92,1
62.73,-101.75,Crane,44,1
62.76,1.23,Goose,84,1
62.76,93.78,Goose,68,1
62.8,152.96,Warbler,35,1
62.81,112.93,Crane,44,1
62.82,-160.49,Stork,89,1
62.83,-149.61,Stork,2,1
62.87,-178.1,Goose,49,1
62.87,105.15,Crane,64,1
62.9,105.84,Crane,44,1
62.91,-87.87,Eagle,56,1
62.91,137.56,Hawk,54,1
62.92,69.72,Swallow,81,1
62.94,60.14,Stork,84,1
62.99,-62.37,Crane,43,1
63.06,-91.77,Goose,19,1
63.06,4.29,Hawk,4,1
63.06,177.83,Eagle,40,1
63.09,-98.6,Hawk,95,1
63.09,146.74,Crane,60,1
63.12,-168.29,Goose,54,1
63.14,-179.75,Eagle,71,1
63.15,79.29,Stork,73,1
63.17,-66.01,Swallow,93,1
63.18,-85.65,Stork,51,1
63.2,144.07,Warbler,42,1
63.22,94.58,Stork,18,1
63.25,60.98,Crane,70,1
63.27,57.11,Crane,20,1
63.31,-69.85,Warbler,58,1
63.39,55.16,Stork,96,1
63.39,71.63,Eagle,71,1
63.39,100.55,Eagle,82,1
63.41,118.96,Stork,51,1
63.44,-63.63,Crane,9,1
63.44,111.83,Crane,67,1
63.44,126.41,Crane,70,1
63.45,87.72,Goose,17,1
63.48,93.55,Stork,4,1
63.5,78.82,Warbler,12,1
63.56,-29.13,Goose,65,1
63.57,3.18,Hawk,39,1
63.57,82.81,Eagle,29,1
63.6,-125.82,Swallow,77,1
63.6,120.18,Eagle,20,1
63.62,-156.26,Stork,63,1
63.64,-155.46,Crane,34,1
63.65,-39.34,Eagle,20,1
63.65,111.47,Eagle,57,1
63.68,161.83,Goose,49,1
63.69,105.1,Stork,28,1
63.7,33.56,Swallow,25,1
63.74,-129.7,Crane,43,1
63.77,-140.67,Eagle,49,1
63.77,-94.88,Hawk,59,1
63.81,-162.57,Warbler,73,1
63.82,80.73,Warbler,10,1
63.84,-126.19,Swallow,68,1
63.84,16.29,Stork,24,1
63.85,165.82,Eagle,3,1
63.86,8.32,Swallow,88,1
63.89,17.26,Stork,29,1
63.89,170.63,Swallow,81,1
63.94,172.16,Eagle,12,1
63.95,46.29,Swallow,9,1
63.96,21.27,Hawk,25,1
63.97,114.26,Stork,85,1
63.97,148.38,Warbler,23,1
64.0,-179.39,Hawk,2,1
64.0,89.27,Goose,13,1
64.03,106.78,Stork,78,1
64.07,69.5,Warbler,80,1
64.07,143.42,Warbler,43,1
64.08,34.55,Swallow,54,1
64.11,-23.21,Hawk,39,1
64.12,-114.11,Warbler,91,1
64.17,-141.14,Crane,61,1
64.17,123.71,Hawk,13,1
64.17,151.27,Crane,32,1
64.19,-164.61,Stork,4,1
64.2,-1.69,Eagle,87,1
64.2,152.48,Goose,61,1
64.21,-76.37,Hawk,34,1
64.23,-88.63,Crane,1,1
64.25,-166.28,Swallow,38,1
64.25,127.31,Goose,16,1
64.27,-74.51,Stork,67,1
64.28,131.65,Swallow,27,1
64.29,174.07,Goose,3,1
