Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Signal_Strength_dB,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Tag_Type,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Tagged_By,Tag_Weight_g,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Observation_Counts,Observation_Quality
B3834,Crane,Europe,Grassland,Rainy,Avoid Predators,32.03293547,-47.29496073,-61.69800401,105.6527534,2313.7,61,48.07,2825,390,28.5,32.1,74,1049.3,17.4,No,31,-59.8,Mar,May,8,3,Radio,Yes,255,High,Good,Yes,Storm,Researcher_A,6.2,Successful,No,115,67,Low
B3956,Crane,North America,Grassland,Rainy,Avoid Predators,-80.0956376,36.12799828,60.31600772,-54.73251735,3954.19,61,46.32,3197,430,0.8,29.2,75,1026.1,17,No,85,-72.5,Feb,Dec,1,0,Satellite,Yes,376,Low,Poor,Yes,Lost Signal,Researcher_C,13.1,Successful,No,99,19,High
B4066,Crane,Australia,Mountain,Stormy,Climate Change,-53.39868233,-111.7010966,-39.34825396,-150.4388756,2205.87,61,44.88,8792,328,30,36.8,79,976.8,1.1,No,49,-63.7,Oct,Jun,7,2,Satellite,No,390,Low,Fair,No,Injury,Researcher_B,5.8,Failed,Yes,110,73,Low
B4738,Crane,North America,Mountain,Foggy,Climate Change,69.47615723,158.7962486,-71.42795787,-82.47048447,2403.98,61,48.77,6561,811,14.1,1.8,81,996.5,12.7,Yes,16,-74.8,Jan,Oct,7,8,Satellite,No,288,High,Fair,No,Lost Signal,Researcher_A,14.9,Failed,No,31,24,High
B4883,Goose,North America,Wetland,Clear,Avoid Predators,-62.48957501,151.6549364,76.32985824,-73.82715718,2762.46,61,47.05,9309,550,-3.1,31.1,75,1027.4,2.6,No,63,-78.4,Nov,Jun,14,0,Satellite,No,334,Low,Fair,No,N/A,Researcher_B,12.5,Successful,No,116,45,High
B4927,Hawk,Europe,Grassland,Clear,Breeding,55.35157203,-28.17835355,41.78718941,-110.405306,2331.55,61,48.02,6349,373,20.9,47,74,994.8,9.8,No,51,-66.9,Nov,Oct,12,3,GPS,Yes,417,High,Good,Yes,Storm,Researcher_B,12.6,Failed,No,36,59,Moderate
B7067,Eagle,Australia,Grassland,Rainy,Breeding,82.43665773,-137.3934327,83.75664929,98.27984925,2489.68,61,48.46,7545,554,29.4,49.6,51,999.2,6.9,No,64,-76.6,Mar,Oct,14,6,Radio,No,361,High,Excellent,No,Injury,Researcher_A,24.8,Successful,Yes,12,50,Low
B6486,Swallow,Australia,Forest,Clear,Breeding,52.42157454,143.2679372,-24.02964678,2.392597431,2338.66,61,46.15,7128,547,4.3,12,33,1025.8,5.7,No,24,-51.7,Nov,Dec,2,3,GPS,No,23,High,Good,Yes,Predator,Researcher_B,10.8,Successful,Yes,34,2,Moderate
B7323,Eagle,Africa,Coastal,Clear,Climate Change,-78.69600138,76.08981268,-35.54953069,158.3567103,2773.48,61,51.25,9877,607,14.5,43.1,73,1026.2,3.5,Yes,69,-86.1,Apr,Dec,3,2,GPS,Yes,109,Medium,Good,Yes,Predator,Researcher_B,19.8,Successful,No,72,24,Low
B8047,Swallow,Asia,Forest,Clear,Climate Change,-69.74073891,-125.8333158,18.95502425,92.62640093,3625.61,61,44.32,3990,596,3,20.5,25,958.5,4.7,No,21,-67.7,Nov,Apr,6,0,Radio,Yes,176,Medium,Fair,Yes,Injury,Researcher_C,20.1,Successful,Yes,7,97,High
B8121,Goose,North America,Coastal,Windy,Climate Change,83.82098704,24.87882407,-77.92401095,-178.3569899,2572.37,61,50.66,7245,134,13.1,39.5,68,984.8,5.7,No,19,-82.4,Feb,Nov,7,4,Radio,No,22,High,Fair,Yes,Injury,Researcher_C,19.2,Failed,No,33,3,High
B10391,Stork,Australia,Mountain,Stormy,Climate Change,-82.7016351,-172.7574775,15.30603237,-92.41091453,2835.92,61,52.97,9024,527,28.1,12.4,54,966.4,4.7,No,11,-73.6,Jan,Jun,5,7,GPS,No,388,Low,Good,Yes,Lost Signal,Researcher_C,27.5,Successful,Yes,93,32,Low
B8721,Swallow,North America,Forest,Stormy,Breeding,34.02165983,35.82264351,-55.35043176,150.2000391,2318.88,61,50.16,1143,644,9.5,25.4,39,1029.6,8.1,No,94,-57.5,Apr,Dec,6,5,Radio,No,193,Low,Good,Yes,Storm,Researcher_A,8.5,Successful,No,104,91,Moderate
B2125,Stork,North America,Mountain,Foggy,Climate Change,-88.82890778,-127.6764886,-26.80069744,6.672844546,2973.69,61,58.63,8189,647,6.7,28.6,87,962.3,9.7,Yes,22,-80.1,Mar,Dec,6,3,Radio,Yes,347,High,Fair,Yes,Storm,Researcher_B,25.9,Successful,No,4,60,Moderate
B9949,Hawk,Asia,Urban,Windy,Avoid Predators,88.32937381,-165.6095631,42.20546973,-79.17824918,3024.7,61,48.79,2139,645,4,25.5,95,985.9,16.2,Yes,74,-89.4,Oct,May,4,0,Satellite,Yes,485,Medium,Excellent,Yes,Injury,Researcher_C,8.7,Failed,Yes,7,16,Moderate
B10104,Hawk,Africa,Coastal,Stormy,Climate Change,68.60581816,-150.9794609,2.010779773,2.133081696,2155.63,61,51.6,3566,818,28.5,8.9,37,1015.6,16,Yes,28,-58.3,Apr,May,6,1,Radio,Yes,308,High,Poor,No,Predator,Researcher_A,23.7,Successful,Yes,110,23,High
B10252,Hawk,Africa,Grassland,Stormy,Breeding,-81.31873194,83.01750424,-57.84161644,-101.007885,2916.4,61,66.8,7764,102,26.9,39.5,78,1009.5,6.9,Yes,47,-69.4,Feb,Apr,14,2,Satellite,Yes,129,High,Poor,No,Lost Signal,Researcher_A,9.1,Failed,No,26,59,Moderate
B4957,Stork,Africa,Coastal,Clear,Avoid Predators,2.714427892,-4.35215474,18.58371465,123.2895263,3336.68,61,58.32,8058,714,9.8,4.6,44,1009.2,12,No,85,-63.1,Sep,Dec,7,4,Radio,Yes,240,Medium,Fair,Yes,Lost Signal,Researcher_C,14.4,Successful,Yes,106,8,Low
B1245,Swallow,Asia,Forest,Windy,Climate Change,-23.89764694,-65.58682558,87.70435933,14.2427228,3722.15,61.1,46.24,3482,467,32.6,7.4,75,1022.1,3,Yes,35,-58.5,Feb,Jun,1,1,Satellite,No,16,Medium,Excellent,No,Storm,Researcher_A,22.6,Successful,No,34,45,High
B1269,Goose,Asia,Mountain,Windy,Climate Change,44.21676303,-15.94902563,49.66343061,60.92874399,2763.25,61.1,52.98,4811,209,4.1,21.4,57,1020.2,7.2,No,21,-55.3,Nov,Apr,6,0,GPS,Yes,149,Low,Poor,No,Storm,Researcher_A,20.1,Failed,No,36,48,Moderate
B9121,Eagle,North America,Urban,Stormy,Climate Change,51.8470154,-179.4660154,-5.428317218,-179.3475384,1897.84,61.1,51.25,2042,716,33.1,11.2,26,957.3,1.2,No,96,-59.1,Sep,Jun,9,7,Radio,Yes,79,High,Fair,No,Lost Signal,Researcher_A,26.4,Successful,No,24,49,Moderate
B2209,Crane,Asia,Urban,Stormy,Breeding,-85.37742784,85.62494085,-47.99702709,143.6087116,1868.98,61.1,43.25,8689,376,32.3,31.6,64,1049.2,14.5,Yes,59,-83.1,May,May,3,0,Radio,Yes,276,High,Poor,No,N/A,Researcher_C,8.9,Successful,Yes,81,73,High
B2336,Warbler,North America,Coastal,Foggy,Feeding,-31.68134992,-75.74753361,78.08710684,-101.2631877,3008.58,61.1,49.65,3625,413,-9.4,45.2,30,965.6,11,Yes,83,-79.6,Nov,Apr,1,5,Radio,No,450,Low,Poor,Yes,Storm,Researcher_A,20.2,Failed,Yes,35,23,High
B8405,Stork,Europe,Wetland,Rainy,Breeding,-61.579393,85.27074899,-20.3344733,119.0937336,2030.29,61.1,56.43,1730,608,33.8,19.3,18,1043.9,7.4,No,97,-61.6,Oct,May,12,4,GPS,No,282,Low,Good,No,Storm,Researcher_A,27.5,Successful,No,84,7,Moderate
B3089,Swallow,Asia,Forest,Foggy,Breeding,41.64408866,116.5781623,19.24842345,-123.074543,1676.96,61.1,53.24,4672,830,-4.3,31.6,83,1008.3,7.7,No,74,-60.7,Jan,Nov,1,0,GPS,Yes,423,Medium,Good,No,Predator,Researcher_B,12.8,Successful,No,99,41,Moderate
B3666,Crane,North America,Forest,Rainy,Feeding,4.944310212,20.37427661,53.04945702,24.7663116,1659.62,61.1,41.63,7812,312,5.9,2.3,87,1008.8,7.6,No,73,-68.4,Jan,Oct,10,8,GPS,Yes,415,Low,Good,No,N/A,Researcher_B,22.2,Successful,No,107,30,High
B4814,Warbler,Asia,Coastal,Foggy,Climate Change,-82.65728731,-123.8633586,48.75716863,-128.452698,2912.9,61.1,55.24,6087,546,22,59.4,17,1027.3,19.6,No,87,-48.6,Jan,Oct,3,9,GPS,Yes,24,High,Excellent,Yes,Storm,Researcher_B,15.4,Successful,Yes,65,37,Moderate
B5216,Goose,Asia,Grassland,Stormy,Feeding,80.1539828,30.17410452,84.60969422,21.82591569,2178.12,61.1,50.87,9907,673,-0.1,24.7,19,1038.2,14.2,Yes,36,-60.7,Nov,Nov,5,0,GPS,Yes,207,Low,Poor,No,Storm,Researcher_B,17.1,Successful,No,9,98,Moderate
B5345,Stork,Europe,Grassland,Foggy,Feeding,83.49706902,-42.94897943,76.37058673,119.6163562,2504.39,61.1,49.05,8776,430,-0.7,30.7,29,971.9,8.2,No,63,-65.3,Sep,Nov,1,6,GPS,Yes,362,High,Good,No,Predator,Researcher_B,12.4,Successful,No,117,84,Moderate
B5821,Warbler,North America,Forest,Windy,Feeding,70.06558373,-104.2123797,-7.950237746,95.96028151,2786.4,61.1,49.6,8852,268,17.7,3.1,57,1040,1.8,Yes,82,-77.8,Jan,Oct,10,6,Radio,Yes,186,Medium,Excellent,Yes,Storm,Researcher_C,13.2,Successful,No,62,53,Low
B6387,Crane,Asia,Urban,Clear,Feeding,-82.32807425,-92.03880586,51.87176419,136.8784479,2888.01,61.1,49.15,7541,491,-3.6,31.1,55,965.5,1.3,No,69,-73.3,May,Apr,2,9,Radio,Yes,180,Low,Excellent,Yes,Storm,Researcher_A,21,Successful,No,59,97,Moderate
B6723,Warbler,Africa,Urban,Windy,Feeding,85.5771771,174.7520967,82.04601796,-38.37740682,3724.94,61.1,41.52,4348,221,0.6,58.8,58,1034,10.5,Yes,87,-60,Sep,May,12,0,Radio,Yes,313,Low,Fair,No,Lost Signal,Researcher_B,19.4,Failed,No,19,32,High
B9498,Hawk,Africa,Grassland,Stormy,Breeding,80.94725032,19.77210641,14.01691728,-147.8281246,2446.38,61.1,49.61,5419,280,5.2,59.4,21,966.4,1.5,No,99,-80.1,Apr,Mar,11,2,Radio,No,92,Medium,Excellent,No,N/A,Researcher_B,17.5,Failed,Yes,75,63,Moderate
B1580,Stork,Africa,Coastal,Foggy,Breeding,-75.56808196,-130.0192571,-51.76958448,40.3269195,3080.78,61.1,49.95,7816,698,6.8,6.4,71,1042.2,15.3,No,59,-63.5,Apr,Apr,11,4,Satellite,No,452,High,Fair,No,Injury,Researcher_A,25,Successful,Yes,105,4,High
B9748,Crane,North America,Grassland,Rainy,Breeding,13.63211236,-171.1441923,62.02378971,92.78028547,3334.51,61.1,47.06,6352,372,11.4,7.4,37,978.2,10.4,Yes,11,-58.6,Oct,Mar,10,2,Radio,Yes,68,Medium,Excellent,No,N/A,Researcher_B,10.7,Failed,Yes,62,41,Moderate
B10084,Goose,Africa,Mountain,Stormy,Breeding,75.58706929,52.12755747,85.26979746,-68.37230833,1955.31,61.1,50.87,3254,228,8.1,12.5,87,993.7,13,No,57,-84.7,Nov,Mar,1,3,GPS,Yes,400,Low,Good,No,N/A,Researcher_C,18.9,Successful,Yes,25,40,Low
B10257,Hawk,Africa,Forest,Clear,Climate Change,66.70781869,-90.85041017,-4.58120536,-70.73441717,1886.49,61.1,52.33,8475,601,16.4,34.1,16,968.7,12.8,Yes,62,-74.9,Sep,Jun,8,4,Satellite,No,123,Medium,Excellent,Yes,Storm,Researcher_B,6.7,Failed,No,2,16,Moderate
B10259,Hawk,Australia,Urban,Clear,Feeding,61.41139822,-116.5862013,12.67749332,-2.940484302,3264.92,61.1,52.75,6327,522,9.6,4.3,50,995.8,17,No,59,-66.9,Oct,Oct,14,5,Radio,Yes,486,Low,Poor,Yes,Predator,Researcher_B,11.7,Successful,Yes,114,28,Low
B10753,Goose,North America,Mountain,Windy,Climate Change,71.87081531,69.23312053,13.58527594,-143.5484804,2072.18,61.1,55.93,9251,599,25.7,28.5,34,954.1,19.2,No,67,-65.5,Jan,Mar,9,7,Radio,No,73,High,Fair,No,Storm,Researcher_B,20,Failed,Yes,58,2,Moderate
B1290,Swallow,Australia,Forest,Clear,Climate Change,70.08408118,60.26870344,-57.50258806,-11.93849749,2442.24,61.2,49.49,5660,471,-1.3,17.1,79,1039.2,11.2,Yes,50,-69.9,Apr,May,3,2,Satellite,No,370,Medium,Excellent,Yes,Injury,Researcher_C,27.9,Successful,No,16,18,Low
B1701,Crane,Asia,Forest,Rainy,Climate Change,-6.456386196,135.6931798,50.62151718,17.04336183,2673.77,61.2,42.89,6792,794,-5,49.9,88,1031.3,11.9,Yes,59,-78.4,Nov,Oct,4,4,GPS,Yes,489,High,Fair,No,Lost Signal,Researcher_C,13.6,Failed,No,89,54,High
B2013,Hawk,North America,Grassland,Clear,Avoid Predators,-79.50318042,-26.85168339,-10.85292384,-161.9063412,1898.68,61.2,49.9,9167,557,9.7,19.7,99,967.2,12.3,No,85,-63.2,May,Dec,5,4,GPS,No,422,High,Excellent,No,Storm,Researcher_B,15,Successful,No,75,31,Moderate
B7861,Eagle,North America,Coastal,Clear,Avoid Predators,50.50354918,99.79115635,57.14726186,126.0274471,1990.75,61.2,52.19,2924,209,11.6,19.5,18,954.6,2,Yes,59,-82.3,May,Dec,3,5,Radio,No,332,High,Poor,Yes,Injury,Researcher_A,11.4,Successful,Yes,86,24,Low
B2587,Warbler,Europe,Wetland,Windy,Avoid Predators,-12.59492844,-136.2987628,-50.36899555,-136.7677495,2367.81,61.2,55.73,7213,717,14.7,56.8,56,998.9,6.4,Yes,24,-73.7,Mar,Oct,9,0,GPS,Yes,358,High,Fair,Yes,N/A,Researcher_B,17.6,Failed,No,113,99,Moderate
B2593,Goose,Asia,Urban,Windy,Breeding,71.57677056,-105.4709347,46.63342939,68.89141566,1529.38,61.2,55.59,3605,637,33,43.1,66,973.9,2.2,No,54,-63.6,Nov,Dec,6,7,Satellite,Yes,59,High,Poor,No,Lost Signal,Researcher_B,15.4,Failed,No,10,29,Low
B2855,Hawk,North America,Wetland,Foggy,Feeding,-25.44832483,32.17337134,12.49170794,111.133453,2286.6,61.2,53.63,4226,362,25.7,24.8,98,987.6,13.6,No,12,-77.3,Apr,Nov,7,6,Satellite,Yes,110,High,Good,Yes,Injury,Researcher_A,28.1,Failed,No,54,19,Low
B3723,Warbler,Asia,Grassland,Foggy,Breeding,-22.52489511,163.0195189,64.63072864,135.5634399,2546.15,61.2,44.65,1614,636,6,32.9,38,965.3,12.2,Yes,47,-54.3,Oct,May,4,0,Radio,Yes,52,Medium,Excellent,No,Predator,Researcher_C,25.4,Successful,Yes,108,92,Moderate
B4647,Eagle,Europe,Forest,Windy,Climate Change,-58.82166905,-68.68662503,-10.50238177,-48.95379197,2225.82,61.2,48.25,2991,530,10.8,43.2,95,1003.7,9.3,No,22,-80.2,Mar,Oct,8,0,GPS,Yes,259,High,Good,No,Injury,Researcher_B,22,Failed,Yes,83,33,High
B3918,Crane,Asia,Grassland,Clear,Avoid Predators,5.340044939,-52.7731273,58.05490293,41.97581713,2041.98,61.2,46.34,6804,889,-8.5,39.7,79,1037.3,7.5,No,47,-64.5,Jan,Nov,3,5,Satellite,Yes,452,Medium,Good,No,Lost Signal,Researcher_A,23.2,Successful,Yes,101,28,Low
B4554,Warbler,Asia,Forest,Clear,Feeding,-42.51995432,1.614596756,26.49620018,43.44695353,2271.25,61.2,46.53,1703,673,-8.4,22.7,28,1016.2,11.3,No,23,-43.2,Sep,Dec,12,3,Radio,No,466,Low,Fair,No,Lost Signal,Researcher_C,22.1,Successful,No,111,78,Moderate
B4664,Crane,Asia,Urban,Foggy,Breeding,10.64726729,147.3217339,-34.02032077,-68.54472885,1633.13,61.2,46.98,9410,313,10.2,27.5,30,980.2,2.7,Yes,68,-70,Feb,Apr,13,2,Radio,Yes,158,Medium,Good,Yes,Predator,Researcher_C,26.6,Successful,No,37,25,Moderate
B5222,Warbler,South America,Mountain,Rainy,Avoid Predators,77.42749908,-26.96857419,39.54770979,130.9145133,2324.05,61.2,47.98,5983,397,9.5,22.6,52,1008.1,9.3,Yes,33,-62.9,Mar,Jun,11,9,Radio,Yes,16,High,Good,No,Lost Signal,Researcher_C,7.6,Successful,Yes,118,31,Moderate
B5338,Hawk,Africa,Forest,Stormy,Breeding,74.39584539,-8.027461878,-77.16757382,-127.2694437,2361.62,61.2,53.1,6365,279,3.9,7.3,49,1009.2,8.1,No,87,-67.9,Nov,Apr,8,1,Satellite,Yes,405,High,Excellent,Yes,Injury,Researcher_C,14.3,Successful,No,96,6,Low
B5719,Hawk,South America,Grassland,Rainy,Climate Change,-89.16956352,60.07689291,-56.48981485,-129.6188986,2402.55,61.2,52.74,7841,542,24.4,35.1,82,1046.9,19.2,Yes,42,-60.9,Mar,Apr,11,5,Radio,Yes,393,Low,Good,Yes,N/A,Researcher_C,22.6,Successful,No,31,99,Low
B6991,Hawk,Europe,Forest,Rainy,Feeding,1.606380359,1.062899707,56.41770111,106.9083187,2701.25,61.2,44.11,6943,150,21.4,49.5,88,1032.9,13.5,Yes,34,-61,Apr,Nov,14,7,Radio,No,98,Low,Excellent,Yes,N/A,Researcher_C,19.5,Failed,Yes,11,65,Low
B7960,Warbler,Europe,Grassland,Rainy,Climate Change,48.31178792,-153.5699049,64.14600005,161.88679,2976.21,61.2,50.9,9045,437,30.8,6.4,81,962.2,5,Yes,51,-73.1,May,May,6,0,Radio,No,389,High,Good,No,N/A,Researcher_A,28.2,Successful,Yes,79,93,High
B8311,Swallow,Australia,Urban,Rainy,Climate Change,-48.61401617,149.2305094,-40.92178366,-177.9555375,1799.53,61.2,47.72,2219,438,1.6,8.2,81,1045.1,14.5,No,97,-67.9,Apr,Apr,10,9,Radio,No,492,Medium,Excellent,No,Storm,Researcher_C,17.9,Successful,No,116,22,Moderate
B8608,Hawk,Europe,Wetland,Rainy,Climate Change,-87.57872473,-90.66064194,-5.275303042,-125.2233584,3063.27,61.2,47.04,9188,768,13.8,15.8,47,1013.4,9.7,No,76,-71.1,Jan,Jun,6,7,Satellite,Yes,177,Medium,Poor,No,Injury,Researcher_A,16.7,Successful,No,97,83,Moderate
B2089,Stork,South America,Coastal,Foggy,Climate Change,54.28133904,-115.1861596,35.56191238,-2.46489564,2941.9,61.2,44.98,8750,722,31.7,1.9,52,1018.2,2.7,Yes,65,-61.3,Jan,Nov,5,6,Satellite,No,170,High,Poor,No,N/A,Researcher_A,13.6,Successful,Yes,28,98,High
B5515,Eagle,North America,Forest,Clear,Breeding,83.75713424,-4.233694032,-63.00484191,-33.49281289,2922.58,61.2,49.41,9521,204,18.8,50.6,35,961.8,16,Yes,58,-64,Mar,May,13,4,GPS,No,226,Medium,Fair,Yes,Lost Signal,Researcher_B,12.8,Failed,No,24,77,Moderate
B8897,Goose,South America,Wetland,Clear,Avoid Predators,-30.24018562,18.02023189,-11.68056114,123.6241774,2504.47,61.2,38.87,6310,700,4.8,52.8,50,961.9,15.2,Yes,56,-64.1,Oct,Oct,11,0,Satellite,No,260,Low,Excellent,Yes,Injury,Researcher_A,7.8,Failed,No,42,13,Low
B8974,Warbler,North America,Mountain,Rainy,Avoid Predators,-79.53151049,119.5281595,-47.37483926,-57.29851772,2689.71,61.2,50.12,3300,262,8.2,41.7,35,1011.3,1.2,Yes,34,-72.9,Nov,May,13,2,Satellite,Yes,378,High,Poor,Yes,Predator,Researcher_C,6.1,Successful,No,56,9,Low
B9135,Crane,Australia,Coastal,Windy,Feeding,8.070433741,115.9673243,56.78271528,77.70658567,2818.68,61.2,43.11,4422,369,14.2,34.6,29,966,7.1,Yes,21,-74.9,Apr,May,11,1,GPS,No,104,Low,Good,No,Predator,Researcher_B,24.9,Failed,Yes,9,36,Moderate
B10730,Goose,North America,Coastal,Clear,Avoid Predators,-30.24918646,-76.5908531,5.973684213,-101.8394112,2473.77,61.2,46.66,5778,294,-3.3,39.7,72,964.5,19.2,Yes,58,-77.4,Jan,May,3,5,Radio,No,399,Low,Excellent,No,Storm,Researcher_C,18.2,Successful,No,58,51,Moderate
B10410,Stork,Europe,Coastal,Stormy,Feeding,-24.26062425,176.8549629,-73.43369675,2.560657446,1568.76,61.3,49.96,8529,707,26.3,37.7,66,990.4,9.1,No,81,-65.8,Feb,Apr,6,6,GPS,Yes,311,Low,Excellent,Yes,Injury,Researcher_B,23.3,Failed,Yes,75,90,Low
B3378,Stork,Australia,Wetland,Rainy,Breeding,18.1184481,-113.3628218,53.50025877,-13.72677608,1701.7,61.3,57.79,1190,798,18.5,51.9,36,990.1,4.6,No,78,-69.9,Jan,Oct,1,7,Radio,Yes,91,Medium,Fair,Yes,Lost Signal,Researcher_A,13.7,Failed,Yes,37,35,Low
B1637,Crane,Africa,Urban,Clear,Climate Change,-75.62327868,-10.26905498,19.44487656,-160.7840894,1438.05,61.3,52.07,3044,750,3.6,59,69,1049.3,3.2,No,24,-59.8,Oct,Nov,8,7,Radio,No,133,Medium,Good,No,Injury,Researcher_A,24.1,Failed,No,21,26,High
B1906,Crane,Australia,Wetland,Clear,Breeding,19.33804061,-171.51593,-63.82978292,-157.0005121,1662.29,61.3,53.65,8029,130,27.9,50.4,79,988.4,5.9,Yes,58,-62.1,Nov,Nov,14,1,Radio,Yes,65,Low,Poor,No,Storm,Researcher_A,20.4,Failed,No,92,55,High
B2565,Hawk,South America,Coastal,Foggy,Breeding,32.09871236,-117.7392982,60.91015151,-145.8512834,2864.38,61.3,51.66,2143,466,19.3,8.7,35,1033.5,19.6,No,58,-50.6,Oct,Jun,13,6,GPS,Yes,494,Medium,Poor,No,Lost Signal,Researcher_B,18.6,Failed,No,15,67,Low
B5311,Stork,Australia,Urban,Stormy,Feeding,1.123596884,-73.84671673,55.90883782,88.41582093,2059.54,61.3,49.2,9279,493,-7.6,52.3,95,1030.9,11.1,Yes,28,-67.2,Apr,May,12,0,Satellite,Yes,162,Medium,Good,No,Lost Signal,Researcher_C,21.3,Failed,No,39,3,Moderate
B3433,Hawk,Africa,Forest,Foggy,Feeding,34.12229696,-80.47141338,18.33800207,23.03183236,2795.53,61.3,59.92,2734,678,-3.8,40.8,32,1012.1,7.8,Yes,87,-48,Nov,Dec,11,4,Satellite,No,431,High,Fair,Yes,Lost Signal,Researcher_A,16.1,Failed,Yes,67,80,High
B3500,Swallow,Asia,Wetland,Foggy,Breeding,10.050528,-15.74944955,-7.241770355,-142.0851994,3125.35,61.3,48.28,6741,312,27.9,57.1,40,1024.4,6.8,Yes,48,-74.7,Oct,Oct,4,5,Satellite,No,370,Medium,Good,Yes,Predator,Researcher_A,26.1,Successful,Yes,96,25,High
B3630,Crane,South America,Forest,Clear,Avoid Predators,-61.53239822,-51.69851365,-74.79256548,107.830161,2153.54,61.3,42.86,2867,281,8.4,22.1,63,1020.6,17.3,Yes,56,-49.9,May,Apr,6,6,GPS,Yes,427,Medium,Good,Yes,Predator,Researcher_C,9,Successful,Yes,114,83,Low
B4256,Warbler,South America,Grassland,Windy,Breeding,25.76731417,133.7666529,-13.69158239,123.4381565,3024.48,61.3,56.09,1776,741,5.8,40.1,80,965.3,14.9,No,60,-66.5,Sep,May,12,0,GPS,Yes,286,Low,Excellent,Yes,N/A,Researcher_C,23.2,Successful,No,113,87,High
B4335,Hawk,Asia,Urban,Foggy,Avoid Predators,-42.11951336,121.6377437,41.0145307,-159.9736088,3677.3,61.3,52.05,7957,189,34.2,28.1,89,1007.3,3.7,No,17,-68.1,May,Jun,11,3,Radio,Yes,403,Low,Poor,No,N/A,Researcher_C,20.6,Successful,No,35,41,Moderate
B5387,Warbler,Africa,Coastal,Rainy,Breeding,-45.88634493,93.47505064,-53.58987048,114.0121394,1924.4,61.3,52.08,9540,213,10.4,21.5,52,984.3,6,No,98,-69.9,May,Dec,6,9,GPS,No,39,Low,Excellent,No,Injury,Researcher_A,11.7,Successful,Yes,2,5,Low
B5573,Swallow,Australia,Mountain,Clear,Avoid Predators,44.74368226,107.6363592,-34.52358057,134.1176593,2832.55,61.3,49.65,5772,333,9.3,2.9,62,999,15.4,Yes,57,-57.7,May,Jun,4,7,Radio,Yes,467,Medium,Poor,No,Predator,Researcher_C,11.6,Successful,Yes,14,14,Moderate
B5682,Hawk,Asia,Grassland,Rainy,Avoid Predators,-19.53753769,-114.8946816,53.10079902,-77.9991835,2486.31,61.3,55.07,7180,139,18.6,42.9,65,957.5,6.8,No,19,-87,Sep,Apr,1,8,Satellite,No,55,Low,Excellent,Yes,Predator,Researcher_B,26.7,Successful,No,61,14,Low
B6935,Warbler,Europe,Wetland,Rainy,Feeding,34.4381689,60.07358347,14.35926992,76.2042552,2702.17,61.3,46.97,4053,364,-8.9,50.7,87,1048.6,18.1,Yes,21,-59.3,Mar,Jun,5,5,GPS,No,305,Medium,Poor,No,Lost Signal,Researcher_A,9.3,Failed,No,57,77,Low
B7940,Crane,Africa,Forest,Windy,Feeding,40.15147204,164.8697849,-25.07660363,159.3935225,3100.73,61.3,48.66,4958,778,24.5,1.5,19,960.7,17.3,No,28,-85.9,Feb,Mar,6,5,Radio,No,431,High,Excellent,Yes,Predator,Researcher_A,7.5,Failed,Yes,55,60,Moderate
B8741,Crane,Asia,Grassland,Clear,Climate Change,74.65959073,-90.74751266,10.27772942,174.6724767,2202.47,61.3,47.28,5790,409,-2.7,58.8,97,954.9,10.3,Yes,86,-57.7,Feb,Nov,3,4,Satellite,No,293,Low,Poor,No,N/A,Researcher_B,15.4,Successful,No,19,81,High
B9659,Swallow,Australia,Grassland,Clear,Feeding,-51.59035571,-20.88732534,86.39107587,144.2891541,2011.99,61.3,40.37,4079,123,26.2,7.1,28,956.3,8.9,No,95,-65.7,May,Nov,12,5,GPS,No,413,Medium,Excellent,Yes,Storm,Researcher_C,8.4,Failed,No,23,82,Low
B9060,Eagle,Africa,Wetland,Foggy,Avoid Predators,57.20990017,154.2382615,-84.0465704,147.822076,3203.2,61.3,49.86,8580,179,13.2,14,99,957.5,14.9,Yes,50,-80.2,Nov,Nov,3,5,GPS,Yes,493,Medium,Fair,Yes,Predator,Researcher_B,19.8,Successful,Yes,75,60,Low
B10178,Warbler,Asia,Urban,Rainy,Breeding,60.52443534,-59.40328915,40.19413838,62.96192916,2079.35,61.3,49.99,5848,502,23.1,42.7,10,955,18.3,No,12,-72.4,Feb,Oct,12,6,GPS,No,156,Low,Excellent,Yes,Predator,Researcher_B,28.4,Failed,Yes,50,2,Moderate
B10267,Hawk,Africa,Coastal,Windy,Breeding,71.24238046,41.928681,-31.56133492,-168.1452013,2150.46,61.3,46.11,3866,355,-5.3,57,44,955.7,4.4,Yes,32,-67.4,Sep,Oct,10,2,Radio,No,310,Medium,Excellent,No,Predator,Researcher_A,17.7,Failed,Yes,20,76,High
